ChangeID,Summary,Priority,StatusReason,Impact,ChangePlanning,Submitter,Coordinator,SubmitDateTime,SchStartDateTime,SchEndDateTime,ActualStartDateTime,ActualEndDateTime,CompletedDateTime,ClosedDateTime,CompletedYear,CompletedMonth,ChangeSuccess,ProdCat2,ProdCat3,OpCat1,OpCat2,Customer,CustomerOpco,CustomerGroup,CustomerDept,ApprovalDateTime,SchForAppDateTime,ImpInProgDateTime,LastModifiedDate,CompletedYearQtr,ClosedMonth,ClosedYearQtr
CRQ000000393325,"AL, Trussville, Splicing dark fibers for C-Spire",Low,Successful,Minor,Planned,DKG,TT,1:39:01 PM,7:00:00 AM,7:00:00 PM,8:11:00 AM,9:36:00 PM,10:34:34 AM,10:34:48 AM,2024,2024-05,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Install,Transport,DKG,SCS,INFRASTRUCTURE SERVICES,FO AL FIBER TO DISTRIBUTION,5:09:32 PM,3:25:57 PM,6:31:08 AM,11:00:39 AM,2024-Q2,2024-05,2024-Q2
CRQ000000393376,"GA, LaGrange, Transmission ROW, Splice new section of OPGW",Low,Successful,Minor,Planned,JLM,TT,11:16:32 AM,8:00:00 AM,7:00:00 PM,8:15:00 AM,4:47:00 PM,10:26:15 AM,10:26:26 AM,2024,2024-06,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Install,Transport,JM,SCS,INFRASTRUCTURE SERVICES,FO GA LONG HAUL FIBER,2:16:07 PM,1:49:26 PM,7:44:34 AM,11:06:11 AM,2024-Q2,2024-06,2024-Q2
CRQ000000393387,"AL, North Auburn Transport, Add Ciena 6500 S Chassis Into Network",Medium,Successful,Moderate,Planned,GPB,TT,2:21:55 PM,6:00:00 PM,12:00:00 AM,6:00:00 PM,12:00:00 AM,10:31:40 AM,10:32:02 AM,2024,2024-06,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,GPB,SCS,INFRASTRUCTURE SERVICES,TELECOM CORE SERVICES,11:12:08 AM,10:44:06 AM,5:44:54 PM,10:32:02 AM,2024-Q2,2024-06,2024-Q2
CRQ000000393439,"AL, Mobile EBTS A9917 Seven Hills will be turned off, A8917 Dykes Rd turned up",Low,Successful,Minor,Planned,CDL,TT,11:19:09 AM,12:00:00 PM,8:00:00 PM,12:00:00 PM,8:00:00 PM,9:46:43 AM,9:46:58 AM,2024,2024-06,Successful,Transport Device,Microwave TX/RX (Licensed),Upgrade/Modify,Transport,CDL,COM,PRODUCT DEVELOPMENT & SUPPORT,RAN OPERATIONS,12:11:53 PM,11:55:10 AM,11:32:16 AM,9:46:58 AM,2024-Q2,2024-06,2024-Q2
CRQ000000393465,"GA, Athens, Various Locations, Migrate EMS Circuits to Ciena ADM",Medium,Successful,Moderate,Planned,ADL,TT,8:13:03 AM,10:30:00 AM,3:30:00 PM,10:30:00 AM,2:28:00 PM,3:35:25 PM,3:35:50 PM,2024,2024-06,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,ADL,SCS,INFRASTRUCTURE SERVICES,TELECOM CORE SERVICES,10:19:00 AM,9:39:19 AM,10:08:12 AM,3:35:50 PM,2024-Q2,2024-06,2024-Q2
CRQ000000393530,"AL, Ranburne EBTS, rectifier plant replacement",Low,Successful,Minor,Planned,RBK,TT,10:14:36 AM,10:00:00 AM,3:00:00 PM,10:00:00 AM,3:00:00 PM,3:51:28 PM,3:51:41 PM,2024,2024-05,Successful,Facilities Component,DC Backup System,Remove/Retire,Transport,RBK,COM,PRODUCT DEVELOPMENT & SUPPORT,NW RAN OPS,12:13:05 PM,11:51:18 AM,9:32:01 AM,3:51:41 PM,2024-Q2,2024-05,2024-Q2
CRQ000000393532,"AL, West Tuscaloosa, rectifier plant replacement",Low,Successful,Minor,Planned,RBK,TT,10:21:00 AM,10:00:00 AM,3:00:00 PM,10:00:00 AM,3:00:00 PM,10:04:17 AM,10:04:28 AM,2024,2024-05,Successful,Facilities Component,DC Backup System,Remove/Retire,Transport,RBK,COM,PRODUCT DEVELOPMENT & SUPPORT,NW RAN OPS,12:12:23 PM,11:52:29 AM,9:32:30 AM,10:04:28 AM,2024-Q2,2024-05,2024-Q2
CRQ000000393576,"AL, Mobile, Various Sites, NOKIA SAR Software Upgrades",Medium,Successful,Moderate,Planned,MPH,TT,5:08:21 PM,9:00:00 AM,11:59:00 PM,9:00:00 AM,6:36:00 PM,11:26:59 AM,11:27:28 AM,2024,2024-06,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,JMP,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,11:49:40 AM,11:34:07 AM,8:49:06 AM,11:27:27 AM,2024-Q2,2024-06,2024-Q2
CRQ000000393584,"GA, Monticello, all five STI ILA's Installing power wire & breakers in BDFB's.",Low,Successful,Minor,Planned,SDG,TT,9:53:43 AM,10:30:00 PM,6:00:00 AM,10:50:00 PM,4:32:00 AM,2:19:27 PM,2:19:35 PM,2024,2024-06,Successful,Facilities Component,DC Backup System,Install,Transport,SDG,APC,,STI,10:42:58 AM,10:36:13 AM,10:04:09 PM,2:19:35 PM,2024-Q2,2024-06,2024-Q2
CRQ000000393585,"GA, Monticello, all five STI ILA's Installing power wire & breakers in BDFB's. (BACKUP DATE)",Low,Successful,Minor,Planned,SDG,TT,9:53:47 AM,10:30:00 PM,6:00:00 AM,10:30:00 PM,1:15:00 AM,10:26:24 AM,10:26:33 AM,2024,2024-06,Successful,Facilities Component,DC Backup System,Install,Transport,SDG,APC,,STI,1:16:07 PM,10:37:54 AM,10:04:23 PM,10:26:33 AM,2024-Q2,2024-06,2024-Q2
CRQ000000393600,"MS, Gulfport, Migrate Landon Hub-Long Beach Tower 1G SAR link to UG Fiber",Low,Successful,Minor,Planned,DRB,TT,3:21:56 PM,11:00:00 AM,4:00:00 PM,11:15:00 AM,12:21:00 PM,8:55:56 PM,8:56:05 PM,2024,2024-06,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,DRB,SCS,INFRASTRUCTURE SERVICES,TELECOM CORE SERVICES,12:16:00 PM,12:08:40 PM,10:43:35 AM,8:56:05 PM,2024-Q2,2024-06,2024-Q2
CRQ000000393682,"AL, Carroll Bluff Transport, Generator and ATS Replacement-Upgrade",Low,Successful,Minor,Planned,KNL,TT,10:17:04 AM,6:00:00 PM,7:00:00 PM,6:00:00 PM,9:20:00 AM,10:25:02 AM,10:25:10 AM,2024,2024-06,Successful,Facilities Component,Propane Tank,Upgrade/Modify,Transport,KNL,SCS,INFRASTRUCTURE SERVICES,TECH INFRASTRUCTURE ENGRG,2:43:48 PM,2:33:59 PM,5:43:39 PM,5:01:15 PM,2024-Q2,2024-06,2024-Q2
CRQ000000393683,"AL, South Alabama, Install ADMs at Webb & Farley / Cut DWDM Ckts:  Webb-Farley-Dothan",Medium,Successful,Moderate,Planned,DRB,TT,10:23:13 AM,10:00:00 AM,6:00:00 PM,10:00:00 AM,4:32:00 PM,4:46:58 PM,4:47:38 PM,2024,2024-06,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,DRB,SCS,INFRASTRUCTURE SERVICES,TELECOM CORE SERVICES,4:53:52 PM,3:55:19 PM,9:44:13 AM,4:47:38 PM,2024-Q2,2024-06,2024-Q2
CRQ000000393701,"AL, Vernon EBTS, rectifier plant replacement.",Low,Successful,Minor,Planned,RBK,TT,12:58:31 PM,11:00:00 AM,2:00:00 PM,11:00:00 AM,2:00:00 PM,10:08:10 AM,10:08:18 AM,2024,2024-06,Successful,Facilities Component,DC Backup System,Remove/Retire,Transport,RBK,COM,PRODUCT DEVELOPMENT & SUPPORT,NW RAN OPS,4:03:35 PM,3:37:00 PM,10:44:50 AM,10:08:18 AM,2024-Q2,2024-06,2024-Q2
CRQ000000393712,"GA, Burton Hydro, Replace the PLM transport cards with EPLM’s.",Low,Successful,Minor,Planned,DAP,TT,1:40:17 PM,10:00:00 AM,4:00:00 PM,11:26:00 AM,12:10:00 PM,12:15:20 PM,12:15:32 PM,2024,2024-07,Successful,Transport Device,Other Transport Device,Upgrade/Modify,Transport,DAP,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,10:00:16 AM,9:56:37 AM,9:32:45 AM,12:15:32 PM,2024-Q3,2024-07,2024-Q3
CRQ000000393715,"MS, Buckatunna, Migrate leased circuit to new AT&T ASEoD service.",Low,Successful,Minor,Planned,JHW,TT,2:10:18 PM,1:00:00 PM,3:00:00 PM,1:00:00 PM,2:28:00 PM,2:17:53 PM,2:18:01 PM,2024,2024-06,Successful,Transport Device,Other Transport Device,Upgrade/Modify,Transport,JHW,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,3:56:02 PM,3:33:18 PM,12:44:04 PM,2:18:00 PM,2024-Q2,2024-06,2024-Q2
CRQ000000393724,"AL, Fayette Transport to Phillips Mtn, Nokia M/W 6 - 11 GHz replacement",Low,Successful,Minor,Planned,WJL,TT,1:42:37 PM,9:30:00 AM,6:30:00 PM,9:30:00 AM,6:30:00 PM,8:59:46 PM,8:59:53 PM,2024,2024-06,Successful,Transport Device,Microwave TX/RX (Licensed),Upgrade/Modify,Transport,WJL,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,10:20:59 AM,10:19:00 AM,9:03:34 AM,12:05:29 PM,2024-Q2,2024-06,2024-Q2
CRQ000000393744,"MS, Gulfport, South Lyman EBTS, DC plant modification",Low,Successful,Minor,Planned,RBK,TT,1:06:43 PM,9:30:00 AM,11:30:00 AM,9:30:00 AM,11:30:00 AM,2:37:40 PM,2:37:49 PM,2024,2024-06,Successful,Facilities Component,DC Backup System,Upgrade/Modify,Transport,RBK,COM,PRODUCT DEVELOPMENT & SUPPORT,NW RAN OPS,3:31:13 PM,3:29:13 PM,9:03:34 AM,2:37:49 PM,2024-Q2,2024-06,2024-Q2
CRQ000000393752,"AL, West Vance EBTS, rectifier plant replacement",Low,Successful,Minor,Planned,RBK,TT,2:47:21 PM,10:00:00 AM,3:00:00 PM,10:00:00 AM,3:00:00 PM,2:15:59 PM,2:16:10 PM,2024,2024-06,Successful,Facilities Component,DC Backup System,Remove/Retire,Transport,RBK,COM,PRODUCT DEVELOPMENT & SUPPORT,NW RAN OPS,3:32:05 PM,3:30:36 PM,9:43:47 AM,2:16:10 PM,2024-Q2,2024-06,2024-Q2
CRQ000000393755,"AL, Powell Ave, and Parkwest DS, Install SEL ICON Async Modules",Low,Successful,Minor,Planned,DAP,TT,3:00:19 PM,10:00:00 AM,4:00:00 PM,10:15:00 AM,12:49:00 PM,12:54:05 PM,12:54:25 PM,2024,2024-06,Successful,Transport Device,Other Transport Device,Install,Transport,DAP,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,3:59:56 PM,3:39:08 PM,9:44:48 AM,12:54:26 PM,2024-Q2,2024-06,2024-Q2
CRQ000000393819,"AL, Roanoke EBTS, rectifier plant replacement.",Low,Successful,Minor,Planned,RBK,TT,2:27:31 PM,10:00:00 AM,2:00:00 PM,10:00:00 AM,2:00:00 PM,4:52:08 PM,4:52:16 PM,2024,2024-06,Successful,Facilities Component,DC Backup System,Remove/Retire,Transport,RBK,COM,PRODUCT DEVELOPMENT & SUPPORT,NW RAN OPS,3:43:24 PM,3:31:44 PM,9:44:13 AM,4:52:16 PM,2024-Q2,2024-06,2024-Q2
CRQ000000393833,"GA, Tallulah Falls, Terrora Substation, Move OPGW to Terrora Commons",Medium,Successful,Moderate,Planned,MAR,TT,5:47:16 PM,7:30:00 AM,5:30:00 PM,7:30:00 AM,5:30:00 PM,10:06:31 AM,10:06:50 AM,2024,2024-06,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Upgrade/Modify,Transport,MAB,SCS,INFRASTRUCTURE SERVICES,FO GA LONG HAUL FIBER,3:52:43 PM,2:46:23 PM,7:04:46 AM,11:06:11 AM,2024-Q2,2024-06,2024-Q2
CRQ000000393834,"GA, Tallulah Falls, Terrora Substation, Move OPGW to Terrora Commons (BACKUP DATE)",Medium,Successful,Moderate,Planned,MAR,TT,5:47:21 PM,7:30:00 AM,5:30:00 PM,7:37:00 AM,8:50:00 PM,9:18:41 AM,9:19:09 AM,2024,2024-06,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Upgrade/Modify,Transport,MAB,SCS,INFRASTRUCTURE SERVICES,FO GA LONG HAUL FIBER,4:01:35 PM,2:48:13 PM,7:08:10 AM,11:06:11 AM,2024-Q2,2024-06,2024-Q2
CRQ000000393862,Advisory/Oper Event: GA - AUGUSTA - EMERGENCY FIBER TROUBLESHOOTING AND REPAIR NCC-17721,Low,Successful,Std/PreApp,Planned,HHA,HH,3:55:43 PM,12:00:00 AM,6:00:00 AM,11:41:00 PM,3:21:00 AM,12:46:26 PM,12:47:03 PM,2024,2024-05,Successful,Transport Device,Other Transport Device,Repair,Transport,HMH,SCS,INFRASTRUCTURE SERVICES,TELECOM CORE SERVICES,4:15:29 PM,4:15:28 PM,11:32:23 PM,12:47:03 PM,2024-Q2,2024-05,2024-Q2
CRQ000000393866,Advisory/Oper Event: GA - AUGUSTA - EMERGENCY FIBER TROUBLESHOOTING AND REPAIR NCC-17721 (BACKUP),Low,Successful,Std/PreApp,Planned,HHA,HH,4:06:58 PM,12:00:00 AM,6:00:00 AM,12:00:00 AM,5:08:00 AM,9:52:48 AM,9:53:08 AM,2024,2024-05,Successful,Transport Device,Other Transport Device,Repair,Transport,HMH,SCS,INFRASTRUCTURE SERVICES,TELECOM CORE SERVICES,4:15:02 PM,4:15:01 PM,11:32:43 PM,9:53:08 AM,2024-Q2,2024-05,2024-Q2
CRQ000000393872,"AL, Brewton, Mobile, Various Sites, NOKIA SAR Software Upgrades",Medium,Successful,Moderate,Planned,MPH,TT,4:32:43 PM,9:00:00 AM,11:59:00 PM,9:14:00 AM,6:37:00 PM,10:02:15 AM,10:02:38 AM,2024,2024-06,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,JMP,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,11:08:07 AM,10:48:18 AM,8:44:47 AM,10:02:38 AM,2024-Q2,2024-06,2024-Q2
CRQ000000393877,"AL, Plant Barry/McIntosh, Various Sites, NOKIA SAR Software Upgrades (BACKUP DATE)",Medium,Successful,Moderate,Planned,MPH,TT,5:19:15 PM,9:00:00 AM,11:59:00 PM,9:00:00 AM,5:00:00 PM,5:04:15 PM,5:04:44 PM,2024,2024-06,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,JMP,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,11:21:26 AM,11:03:48 AM,8:49:30 AM,5:04:44 PM,2024-Q2,2024-06,2024-Q2
CRQ000000393902,"GA, Tybee Island, AT&T circuit upgrade",Low,Successful,Minor,Planned,DRI,TT,1:35:05 PM,9:30:00 AM,10:30:00 AM,9:30:00 AM,10:00:00 AM,10:24:29 AM,10:24:38 AM,2024,2024-06,Successful,Transport Device,Other Transport Device,Upgrade/Modify,Transport,DR,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,11:08:09 AM,11:05:55 AM,9:04:27 AM,10:24:38 AM,2024-Q2,2024-06,2024-Q2
CRQ000000393977,"GA, Trenton OH/Burkhalter Gap EBTS, 6GHz to 11GHz MW Radio Upgrade",Medium,Successful,Moderate,Planned,JMN,TT,3:19:18 PM,8:00:00 AM,7:00:00 PM,8:00:00 AM,7:00:00 PM,11:30:14 AM,11:30:32 AM,2024,2024-06,Successful,Transport Device,Microwave TX/RX (Licensed),Upgrade/Modify,Transport,JMN,SCS,INFRASTRUCTURE SERVICES,FO NE-PROJECTS,2:32:40 PM,2:25:20 PM,7:48:54 AM,11:21:56 AM,2024-Q2,2024-06,2024-Q2
CRQ000000393978,"GA, Trenton OH/Burkhalter Gap EBTS, 6GHz to 11GHz MW Radio Upgrade (BACKUP DATE)",Medium,Successful,Moderate,Planned,JMN,TT,3:19:23 PM,8:00:00 AM,7:00:00 PM,8:00:00 AM,4:00:00 PM,4:28:37 PM,4:28:55 PM,2024,2024-06,Successful,Transport Device,Microwave TX/RX (Licensed),Upgrade/Modify,Transport,JMN,SCS,INFRASTRUCTURE SERVICES,FO NE-PROJECTS,2:34:40 PM,2:26:24 PM,7:49:16 AM,11:21:56 AM,2024-Q2,2024-06,2024-Q2
CRQ000000393984,"GA, Burkhalter Gap EBTS / Durham MW, 6GHz to 11GHz MW Radio Upgrade",Medium,Successful,Moderate,Planned,JMN,TT,4:01:43 PM,8:00:00 AM,7:00:00 PM,8:00:00 AM,7:00:00 PM,4:01:25 PM,4:02:37 PM,2024,2024-06,Successful,Transport Device,Microwave TX/RX (Licensed),Upgrade/Modify,Transport,JMN,SCS,INFRASTRUCTURE SERVICES,FO NE-PROJECTS,2:59:56 PM,2:28:41 PM,7:49:06 AM,11:21:56 AM,2024-Q2,2024-06,2024-Q2
CRQ000000393985,"GA, Burkhalter Gap EBTS / Durham MW, 6GHz to 11GHz MW Radio Upgrade (BACKUP DATE)",Medium,Successful,Moderate,Planned,JMN,TT,4:01:49 PM,8:00:00 AM,7:00:00 AM,8:00:00 AM,5:30:00 PM,6:50:36 PM,6:50:59 PM,2024,2024-07,Successful,Transport Device,Microwave TX/RX (Licensed),Upgrade/Modify,Transport,JMN,SCS,INFRASTRUCTURE SERVICES,FO NE-PROJECTS,9:58:09 AM,9:48:15 AM,7:33:17 AM,11:21:56 AM,2024-Q3,2024-07,2024-Q3
CRQ000000394010,"GA, Norwood, Move DWDM to Spare Fiber between Norwood & Athens due to Severe Degrade",Medium,Successful,Moderate,Planned,DRB,TT,11:31:28 AM,5:00:00 PM,8:00:00 PM,4:33:00 PM,5:17:00 PM,10:27:28 AM,10:27:49 AM,2024,2024-06,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Upgrade/Modify,Transport,DRB,SCS,INFRASTRUCTURE SERVICES,TELECOM CORE SERVICES,2:31:06 PM,2:13:39 PM,4:44:19 PM,10:27:49 AM,2024-Q2,2024-06,2024-Q2
CRQ000000394147,"GA, Atlanta SEL ICON Ring, cable reroutes needed",Medium,Successful,Moderate,Planned,RPY,TT,12:51:25 PM,9:00:00 AM,4:00:00 PM,9:00:00 AM,4:00:00 PM,5:33:11 PM,5:33:33 PM,2024,2024-06,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,RY,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,8:44:35 AM,9:59:51 AM,8:49:17 AM,5:33:33 PM,2024-Q2,2024-06,2024-Q2
CRQ000000394207,"AL, Rockford EBTS, rectifier plant replacement",Low,Successful,Minor,Planned,RBK,TT,8:52:38 PM,10:00:00 AM,3:00:00 PM,10:00:00 AM,3:00:00 PM,10:07:27 AM,10:07:36 AM,2024,2024-06,Successful,Facilities Component,DC Backup System,Remove/Retire,Transport,RBK,COM,PRODUCT DEVELOPMENT & SUPPORT,NW RAN OPS,11:09:01 AM,10:54:55 AM,9:44:49 AM,10:07:36 AM,2024-Q2,2024-06,2024-Q2
CRQ000000394208,"AL, Homewood, Wildwood EBTS, rectifier replacement.",Low,Successful,Minor,Planned,RBK,TT,8:57:27 PM,10:00:00 AM,3:00:00 PM,10:00:00 AM,3:00:00 PM,10:34:29 AM,10:34:40 AM,2024,2024-06,Successful,Facilities Component,DC Backup System,Remove/Retire,Transport,RBK,COM,PRODUCT DEVELOPMENT & SUPPORT,NW RAN OPS,11:09:02 AM,10:56:00 AM,9:48:27 AM,10:34:40 AM,2024-Q2,2024-06,2024-Q2
CRQ000000394348,"GA, Jackson, Lloyd Shoals Sub, Splice lateral cable into backbone cable",Medium,Successful,Moderate,Planned,JLM,TT,6:21:26 PM,5:00:00 PM,5:00:00 AM,5:00:00 PM,5:00:00 AM,12:54:41 PM,12:55:01 PM,2024,2024-07,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Install,Transport,JM,SCS,INFRASTRUCTURE SERVICES,FO GA LONG HAUL FIBER,12:21:32 PM,11:37:17 AM,4:37:50 PM,11:06:11 AM,2024-Q3,2024-07,2024-Q3
CRQ000000394379,"AL, Auburn, connecting new fibers to Pear Tree COLO",Low,Successful,Minor,Planned,DWM,TT,1:57:35 PM,7:00:00 PM,7:00:00 AM,7:29:00 PM,1:07:00 AM,9:39:33 AM,9:40:14 AM,2024,2024-07,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Upgrade/Modify,Transport,DWM,SCS,INFRASTRUCTURE SERVICES,FO AL LONG HAUL FIBER,11:47:39 AM,11:42:18 AM,6:32:28 PM,11:13:48 AM,2024-Q3,2024-07,2024-Q3
CRQ000000394384,"GA, Durham MW / Rock Springs EBTS, 6GHz to 11GHz MW Radio Upgrade",Low,Successful,Minor,Planned,JMN,TT,2:27:38 PM,8:00:00 AM,7:00:00 PM,8:00:00 AM,7:00:00 PM,1:00:21 PM,1:00:36 PM,2024,2024-07,Successful,Transport Device,Microwave TX/RX (Licensed),Upgrade/Modify,Transport,JMN,SCS,INFRASTRUCTURE SERVICES,FO NE-PROJECTS,9:52:55 AM,9:50:46 AM,7:33:17 AM,11:21:56 AM,2024-Q3,2024-07,2024-Q3
CRQ000000394385,"GA, Durham MW / Rock Springs EBTS, 6GHz to 11GHz MW Radio Upgrade (BACKUP DATE)",Low,Successful,Minor,Planned,JMN,TT,2:27:43 PM,8:00:00 AM,8:00:00 PM,8:00:00 AM,8:00:00 PM,10:53:39 AM,10:53:49 AM,2024,2024-07,Successful,Transport Device,Microwave TX/RX (Licensed),Upgrade/Modify,Transport,JMN,SCS,INFRASTRUCTURE SERVICES,FO NE-PROJECTS,9:56:12 AM,9:54:58 AM,7:47:30 AM,11:21:56 AM,2024-Q3,2024-07,2024-Q3
CRQ000000394392,"GA, Durham MW / Taylor Ridge MW, 6GHz to 11GHz MW Radio Upgrade",Low,Successful,Minor,Planned,JMN,TT,4:20:01 PM,8:00:00 AM,7:00:00 PM,8:33:00 AM,7:00:00 PM,8:52:02 AM,8:52:14 AM,2024,2024-07,Successful,Transport Device,Microwave TX/RX (Licensed),Upgrade/Modify,Transport,JMN,SCS,INFRASTRUCTURE SERVICES,FO NE-PROJECTS,10:01:33 AM,9:58:23 AM,7:47:16 AM,11:21:56 AM,2024-Q3,2024-07,2024-Q3
CRQ000000394393,"GA, Durham MW / Taylor Ridge MW, 6GHz to 11GHz MW Radio Upgrade (BACKUP DATE)",Low,Successful,Minor,Planned,JMN,TT,4:20:07 PM,8:00:00 AM,7:00:00 PM,10:29:00 AM,12:06:00 PM,3:19:38 PM,3:19:47 PM,2024,2024-07,Successful,Transport Device,Microwave TX/RX (Licensed),Upgrade/Modify,Transport,JMN,SCS,INFRASTRUCTURE SERVICES,FO NE-PROJECTS,1:36:55 PM,12:53:40 PM,7:37:28 AM,11:21:56 AM,2024-Q3,2024-07,2024-Q3
CRQ000000394446,"AL, Birmingham, Shoal Creek EBTS, rectifier plant replacement",Low,Successful,Minor,Planned,RBK,TT,9:07:51 PM,10:00:00 AM,2:00:00 PM,10:00:00 AM,2:00:00 PM,11:33:29 AM,11:33:37 AM,2024,2024-06,Successful,Facilities Component,DC Backup System,Remove/Retire,Transport,RBK,COM,PRODUCT DEVELOPMENT & SUPPORT,NW RAN OPS,8:35:57 AM,4:07:08 PM,9:49:08 AM,11:33:37 AM,2024-Q2,2024-06,2024-Q2
CRQ000000394525,"AL, BALD ROCK TRANSPORT, GENERATOR-ATS UPGRADE",Low,Successful,Minor,Planned,KNL,TT,1:50:09 PM,7:00:00 AM,8:00:00 PM,7:00:00 AM,8:00:00 PM,9:41:43 AM,9:41:59 AM,2024,2024-07,Successful,Facilities Component,Generator,Upgrade/Modify,Transport,KNL,SCS,INFRASTRUCTURE SERVICES,TECH INFRASTRUCTURE ENGRG,7:00:22 AM,3:33:11 PM,6:30:14 AM,5:01:15 PM,2024-Q3,2024-07,2024-Q3
CRQ000000394535,"AL, South Alex City EBTS, rectifier plant replacement",Low,Successful,Minor,Planned,RBK,TT,9:13:11 PM,10:00:00 AM,2:00:00 PM,10:00:00 AM,2:00:00 PM,5:10:24 PM,5:10:37 PM,2024,2024-06,Successful,Facilities Component,DC Backup System,Remove/Retire,Transport,RBK,COM,PRODUCT DEVELOPMENT & SUPPORT,NW RAN OPS,8:35:58 AM,4:08:52 PM,9:49:32 AM,5:10:37 PM,2024-Q2,2024-06,2024-Q2
CRQ000000394546,"AL, Anniston, Transport/Cabinet, replace end-of-life OLT8 Cards with Combo cards",Low,Successful,Minor,Planned,JGL,TT,10:19:48 AM,9:00:00 AM,6:00:00 PM,10:33:00 AM,1:12:00 PM,11:31:38 AM,11:31:47 AM,2024,2024-06,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,JGL,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,8:34:53 AM,4:17:11 PM,8:49:06 AM,11:31:47 AM,2024-Q2,2024-06,2024-Q2
CRQ000000394641,"AL, Mobile, ASR903 Software Upgrade",Medium,Successful,Moderate,Planned,DRI,TT,2:27:05 PM,12:00:00 AM,12:59:00 AM,12:00:00 AM,12:59:00 AM,4:06:20 PM,4:06:40 PM,2024,2024-06,Successful,Transport Device,Other Transport Device,Upgrade/Modify,Transport,DR,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,8:41:43 AM,11:20:36 AM,11:49:25 PM,4:06:40 PM,2024-Q2,2024-06,2024-Q2
CRQ000000394752,"AL, Auburn, splicing 288 LHUG thru Pear Tree COLO Hut",Low,Successful,Minor,Planned,DWM,TT,11:35:25 AM,12:00:00 AM,7:00:00 AM,12:00:00 AM,7:00:00 AM,1:05:48 PM,1:05:56 PM,2024,2024-07,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Upgrade/Modify,Transport,DWM,SCS,INFRASTRUCTURE SERVICES,FO AL LONG HAUL FIBER,1:55:57 PM,1:53:18 PM,11:37:37 PM,11:13:48 AM,2024-Q3,2024-07,2024-Q3
CRQ000000394753,"AL, Auburn, splicing 288 LHUG thru Pear Tree COLO Hut (BACKUP DATE)",Low,Successful,Minor,Planned,DWM,TT,11:35:31 AM,12:00:00 AM,7:00:00 AM,12:00:00 AM,7:00:00 AM,12:56:27 PM,12:56:34 PM,2024,2024-07,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Upgrade/Modify,Transport,DWM,SCS,INFRASTRUCTURE SERVICES,FO AL LONG HAUL FIBER,1:57:01 PM,1:55:19 PM,11:37:53 PM,11:13:48 AM,2024-Q3,2024-07,2024-Q3
CRQ000000394761,"GA, Atlanta, GPC HQ, DWDM Shelf 009 Chassis Replacement",Medium,Successful,Moderate,Planned,ADL,TT,3:53:49 PM,9:00:00 AM,5:00:00 PM,9:00:00 AM,2:00:00 PM,2:21:40 PM,2:22:13 PM,2024,2024-07,Successful,Transport Device,Optical Transport Equipment,Repair,Transport,ADL,SCS,INFRASTRUCTURE SERVICES,TELECOM CORE SERVICES,8:53:09 AM,12:29:11 AM,8:32:32 AM,2:22:13 PM,2024-Q3,2024-07,2024-Q3
CRQ000000394775,"AL, GA, Various sites, Ciena 6500 Remove OOS Modules",Low,Successful,Minor,Planned,GPB,TT,10:11:47 AM,10:00:00 AM,7:00:00 PM,10:57:00 AM,6:57:00 PM,9:02:03 AM,9:02:13 AM,2024,2024-07,Successful,Transport Device,Optical Transport Equipment,Remove/Retire,Transport,GPB,SCS,INFRASTRUCTURE SERVICES,TELECOM CORE SERVICES,7:43:50 AM,12:20:26 AM,9:32:20 AM,9:02:13 AM,2024-Q3,2024-07,2024-Q3
